index,id,release_date,production_budget,worldwide_gross,genre_ids
The Grand,47,2008,3000000,115879,
The Grand Budapest Hotel,27,2014,31000000,163981261,"[35, 18]"
The Great Debaters,49,2007,15000000,30261293,
The Great Escape,96,1963,4000000,11972561,
The Great Gatsby,70,2013,190000000,351040419,"[18, 10749]"
The Great Gatsby,100,1974,7000000,26533200,"[18, 10749]"
The Great Raid,46,2005,60000000,10597070,
The Great Wall,92,2017,150000000,334486852,"[28, 12, 14]"
The Greatest,82,2010,6000000,117796,
The Greatest Game Ever Played,65,2005,25000000,15468266,
The Greatest Show on Earth,82,1952,4000000,36000000,
The Greatest Showman,25,2017,84000000,386665550,[18]
The Greatest Showman,25,2017,84000000,386665550,[18]
The Greatest Story Ever Told,18,1965,20000000,15473333,
The Green Hornet,29,2011,110000000,229155503,"[28, 80, 35]"
The Green Inferno,31,2015,1000000,12931420,"[28, 12, 27, 53]"
The Green Mile,48,1999,60000000,290701374,
The Grey,95,2012,25000000,81249176,"[18, 53, 28, 12]"
The Grey,95,2012,25000000,81249176,"[18, 53, 28, 12]"
The Grimm Brothers' Snow White,53,1997,26000000,5000,
The Grudge,38,2004,10000000,187281115,
The Grudge 2,42,2006,20000000,70743839,
The Guard,54,2011,6000000,21197454,"[28, 35, 53, 80]"
The Guardian,22,2006,70000000,94973540,[18]
The Guardian,22,2006,70000000,94973540,"[12, 28]"
The Guilt Trip,59,2012,40000000,41294674,[35]
The Gunman,15,2015,40000000,18594227,"[28, 18, 80]"
The Guru,4,2003,11000000,24150550,
The Hadza: Last of the First,3,2014,650000,0,
The Hammer,50,2008,850000,442638,
The Hangover,25,2009,35000000,465764086,
The Hangover 3,57,2013,103000000,362000072,
The Hangover Part II,39,2011,80000000,586464305,[35]
The Happening,79,2008,60000000,162778384,
The Harvest/La Cosecha,22,2011,560000,3709,
The Harvey Girls,75,1946,2931000,4100000,
The Hatching,99,2016,5000000,0,
The Hate U Give,78,2018,23000000,35067665,"[80, 18]"
The Hateful Eight,33,2015,62000000,147864886,"[80, 18, 9648, 37]"
The Hateful Eight,33,2015,62000000,147864886,"[80, 18, 9648, 37]"
The Haunted Mansion,61,2003,90000000,155750628,
The Haunting,66,1999,80000000,180188905,
The Haunting of Molly Hartley,7,2008,5000000,15318257,
The Heart of Me,58,2003,7000000,196067,
The Heat,35,2013,43000000,229727774,"[28, 35, 80]"
The Hebrew Hammer,41,2003,1300000,90213,
The Helixâ¦Loaded,96,2005,1000000,3700,
The Help,63,2011,25000000,213120004,[18]
The Helpers,63,2012,4000000,0,[27]
The Hills Have Eyes,82,2006,17000000,70355813,
The Hills Have Eyes II,69,2007,15000000,37466538,
The History Boys,83,2006,3700000,13447998,
The History of Love,12,2016,20000000,476624,
The Hit List,95,2011,6000000,0,"[28, 53]"
The Hitchhiker's Guide to the Galaxy,85,2005,45000000,102746214,
The Hitmanâs Bodyguard,65,2017,30000000,172778667,
The Hoax,96,2007,25000000,7164995,
The Hobbit: An Unexpected Journey,19,2012,250000000,1017003568,"[12, 14, 28]"
The Hobbit: The Battle of the Five Armies,22,2014,250000000,945577621,"[28, 12, 14]"
The Hobbit: The Desolation of Smaug,21,2013,250000000,960366855,"[12, 14, 28]"
The Hole,73,2001,7500000,10834406,
The Holiday,8,2006,85000000,205190324,
The Holy Girl,22,2005,1400000,1261792,
The Homesman,70,2014,16000000,8217571,"[37, 18]"
The Honeymooners,8,2005,27000000,13174426,
The Horror Network,24,2015,1000000,0,
The Horse Boy,54,2009,160000,156612,
The Horse Whisperer,73,1998,60000000,186883563,
The Host,68,2013,50000000,64477051,"[28, 12, 10749, 878, 53]"
The Hotel New Hampshire,63,1984,7500000,5142858,
The Hours,8,2002,25000000,97030468,
The House,86,2017,40000000,31192425,[35]
The House Bunny,98,2008,25000000,71390601,
The House of Mirth,75,2000,10000000,5149131,
The House of the Devil,80,2009,1000000,102812,
The House with a Clock in its Walls,16,2018,40000000,126331750,
The Howling,19,1981,1000000,17985000,
The Hudsucker Proxy,29,1994,40000000,14938149,
The Hunchback of Notre Dame,79,1996,100000000,325500000,
The Hundred-Foot Journey,13,2014,22000000,94270488,[18]
The Hunger Games,38,2012,80000000,677923379,"[878, 12, 14]"
The Hunger Games: Catching Fire,38,2013,130000000,864868047,"[12, 28, 878]"
The Hunger Games: Mockingjay - Part 1,62,2014,125000000,766575131,"[878, 12, 53]"
The Hunger Games: Mockingjay - Part 2,39,2015,160000000,648986787,"[28, 12, 878]"
The Hunger Games: Mockingjay - Part 2,39,2015,160000000,648986787,"[28, 12, 878]"
The Hunt for Red October,44,1990,30000000,200500000,
The Hunted,28,2003,55000000,47213095,[53]
The Hunting Party,33,2007,40000000,7729552,
The Huntsman: Winterâs War,10,2016,115000000,165149302,
The Hurricane,65,1999,38000000,73956241,
The Hurricane Heist,22,2018,40000000,30963684,"[28, 80, 53]"
The Hurt Locker,77,2009,15000000,49894223,
The Hustler,4,1961,2000000,7600000,
The I Inside,28,2004,8800000,0,
The Ice Pirates,88,1984,9000000,13075390,
The Ice Storm,21,1997,18000000,16011975,
The Iceman,81,2013,10000000,3623609,"[53, 80, 18]"
The Ides of March,76,2011,23000000,77735925,[18]
The Illusionist,22,2006,16500000,83792062,
The Image Revolution,26,2014,50000,0,[99]
The Image Revolution,26,2014,50000,0,[99]
The Imaginarium of Doctor Parnassus,85,2009,30000000,64352607,
The Imitation Game,6,2014,15000000,227740463,"[36, 18, 53, 10752]"
The Immigrant,72,2014,16000000,7585011,"[18, 10749]"
The Importance of Being Earnest,9,2002,15000000,8378141,
The Impossible,100,2012,40000000,169590606,
The In Crowd,19,2000,15000000,5217498,
The Inbetweeners,6,2012,5700000,86051320,
The Incredible Burt Wonderstone,7,2013,32000000,27392609,[35]
The Incredible Hulk,22,2008,137500000,265573859,
The Incredibles,33,2004,92000000,614726752,
The Incredibly True Adventure of Two Girls in Love,75,1995,250000,2477155,
The Indian in the Cupboard,94,1995,45000000,35627222,
The Infiltrator,32,2016,47500000,20718104,"[80, 18, 53]"
The Informant!,20,2009,22000000,41771168,
The Informers,45,2009,18000000,315000,
The Inkwell,98,1994,8000000,8864699,
The Innkeepers,78,2012,750000,1011535,"[27, 53]"
The Insider,61,1999,68000000,60265197,
The Intern,6,2015,40000000,197115710,[35]
The International,72,2009,50000000,53850527,
The Internship,63,2013,58000000,93672764,[35]
The Interpreter,63,2005,90000000,162753837,
The Interview,33,2014,44000000,12342632,"[28, 35]"
The Intruder,72,2019,8000000,36005871,
The Invasion,7,2007,80000000,40147042,
The Invention of Lying,60,2009,18500000,32679264,
The Invitation,74,2016,1000000,354836,[53]
The Iron Giant,76,1999,50000000,31333917,
The Iron Lady,90,2012,14000000,115592104,"[36, 18]"
The Island,100,2005,120000000,163018913,
The Island,35,1980,22000000,15716828,
The Island of Dr. Moreau,82,1996,40000000,27682712,
The Islands,89,2017,1200000,0,
The Italian Job,54,2003,60000000,176262839,
The Jackal,90,1997,60000000,159356941,
The Jacket,32,2005,28500000,15452978,
The Jerky Boys,6,1995,4000000,7555256,
The Jimmy Show,99,2002,1000000,703,
The Joneses,88,2010,10000000,3541565,"[35, 18]"
The Joneses,88,2010,10000000,3541565,[99]
The Journey,59,2003,500000,19800,[18]
The Judge,41,2014,50000000,76119388,[18]
The Judge,41,2014,50000000,76119388,"[99, 99]"
The Jungle Book,97,2016,175000000,962854547,"[12, 18, 10751, 14]"
The Jungle Book,96,1994,27000000,44342956,"[12, 18, 10751, 14]"
The Jungle Book 2,29,2003,20000000,140122225,
The Juror,32,1996,44000000,22730924,
The Karate Kid,77,2010,40000000,351774938,"[28, 12, 18, 10751]"
The Karate Kid,63,1984,8000000,90815558,"[28, 12, 18, 10751]"
The Kentucky Fried Movie,9,1977,600000,20000000,
The Kick,25,2011,3500000,40622,
The Kid,94,2000,65000000,69688384,[18]
The Kid Who Would Be King,55,2019,59000000,28348446,
The Kids Are All Right,87,2010,4000000,36275469,"[35, 18]"
The Killer Inside Me,11,2010,13000000,3617277,"[80, 18, 53]"
The Kingdom,83,2007,72500000,86509602,
The Kings of Appletown,69,2008,7000000,0,"[12, 35]"
The Kingâs Speech,97,2010,15000000,430821168,
The Kingâs Thief,62,1955,1577000,0,
The Kite Runner,15,2007,20000000,74180745,
The LEGO Movie 2: The Second Part,8,2019,99000000,190325698,
The Ladies Man,92,2000,11000000,13719474,
The Lady from Shanghai,86,2015,2000000,0,
The Lady in the Van,47,2016,6000000,42320503,"[35, 18]"
The Lady in the Van,47,2016,6000000,42320503,"[35, 18]"
The Ladykillers,71,2004,35000000,77392139,
The Lake House,34,2006,40000000,114830111,
The Land Before Time,40,1988,12300000,81972846,
The Land Girls,26,1998,8000000,146083,
The Last Airbender,83,2010,150000000,319713881,"[28, 12, 10751, 14]"
The Last Big Thing,85,1998,1000000,22434,
The Last Castle,39,2001,60000000,20541668,
The Last Days on Mars,25,2013,10600000,261364,"[878, 53, 27]"
The Last Dragon,74,1985,10000000,33000000,
The Last Emperor,5,1987,25000000,44005073,
The Last Exorcism,15,2010,1800000,70165900,"[27, 18, 53]"
The Last Exorcism Part II,90,2013,4000000,25448707,"[27, 53, 18]"
The Last Five Years,51,2015,2000000,205298,"[35, 18, 10402, 10749]"
The Last Godfather,41,2011,13400000,164247,"[28, 35, 53]"
The Last House on the Left,44,2009,15000000,46526243,
The Last House on the Left,100,1972,87000,3100000,
The Last King of Scotland,34,2006,6000000,49155371,
The Last Legion,67,2007,67000000,25357771,
The Last Samurai,14,2003,140000000,456810575,
The Last Shot,36,2004,40000000,463730,
The Last Sin Eater,73,2007,2200000,388390,
The Last Song,15,2010,20000000,92678948,"[18, 10751, 10749]"
The Last Stand,74,2013,30000000,48330757,"[28, 80, 53]"
The Last Station,25,2010,18000000,15696146,
The Last Temptation of Christ,26,1988,7000000,8373585,
The Last Time I Committed Suicide,50,1997,4000000,12836,
The Last Waltz,34,1991,35000,322563,
The Last Witch Hunter,96,2015,80000000,130818912,"[14, 28, 12, 878]"
The Last Witch Hunter,96,2015,80000000,130818912,"[14, 28, 12, 878]"
The Last of the Mohicans,7,1992,40000000,75505856,
The Lawnmower Man,76,1992,10000000,32100816,
The Lazarus Effect,76,2015,5000000,38359310,[]
The Lazarus Effect,76,2015,5000000,38359310,"[53, 27]"
The League of Extraordinary Gentlemen,16,2003,78000000,179265204,
The Legend of Bagger Vance,27,2000,60000000,39235486,
The Legend of Drunken Master,31,2000,10000000,11546543,
The Legend of God's Gun,37,2008,30000,243768,
The Legend of Hellâs Gate: An American Conspiracy,88,2012,2000000,0,
The Legend of Hercules,42,2014,70000000,58953319,"[28, 12]"
The Legend of Suriyothai,10,2003,9000000,454255,
The Legend of Tarzan,88,2016,180000000,348902025,"[28, 12]"
The Legend of Zorro,86,2005,80000000,141475336,
The Legend of the Lone Ranger,18,1981,18000000,13400000,
The Lego Batman Movie,41,2017,80000000,310660018,"[28, 16, 35, 10751, 14]"
The Lego Movie,44,2014,60000000,457729388,"[12, 16, 35, 10751, 14]"
The Lego Ninjago Movie,20,2017,70000000,122737201,"[28, 16, 12, 10751]"
The Libertine,47,2005,22000000,9448623,
The Life Aquatic with Steve Zissou,75,2004,50000000,34806726,
The Life of David Gale,84,2003,50000000,28920188,
The Light Between Oceans,34,2016,20000000,22281732,"[18, 10749]"
The Limey,73,1999,10000000,6030047,
The Lincoln Lawyer,25,2011,40000000,87145086,"[80, 18, 53]"
The Lion King,9,1994,79300000,986214868,"[10751, 16, 18]"
The Lion of Judah,12,2011,1500000,0,"[12, 16, 35, 10751]"
The Little Ponderosa Zoo,91,2015,500000,0,[]
The Little Prince,19,2016,77500000,102028919,"[12, 16, 14, 10751]"
The Little Vampire,38,2000,22000000,13555988,
The Living Daylights,37,1987,40000000,191200000,
The Living Wake,62,2010,500000,12232,
The Lizzie McGuire Movie,27,2003,15000000,55534455,
The Lobster,32,2016,4500000,18019834,"[53, 35, 18, 10749, 878]"
The Lobster,32,2016,4500000,18019834,"[53, 35, 18, 10749, 878]"
The Lone Ranger,13,2013,275000000,260002115,"[28, 12, 37]"
The Long Kiss Goodnight,8,1996,65000000,33447612,
The Long Riders,19,1980,10000000,15198912,
The Longest Day,59,1962,10000000,50100000,
The Longest Ride,61,2015,34000000,63802928,"[18, 10749]"
The Longest Yard,33,2005,82000000,191558505,
The Longshots,91,2008,23000000,11778396,
The Looking Glass,58,2015,300000,1711,[]
The Looking Glass,58,2015,300000,1711,[]
The Lord of the Rings: The Fellowship of the Ring,43,2001,109000000,887210985,
The Lord of the Rings: The Return of the King,26,2003,94000000,1141403341,
The Lord of the Rings: The Two Towers,27,2002,94000000,934699645,
The Lords of Dogtown,82,2005,25000000,13424365,
The Lords of Salem,84,2013,1500000,1541131,"[27, 53]"
The Losers,44,2010,25000000,29863840,"[28, 12, 80, 9648, 53]"
The Loss of Sexual Innocence,28,1999,4000000,399793,
The Lost Boys,35,1987,8500000,32222567,
The Lost City,52,2006,9600000,5256839,
The Lost City of Z,82,2017,30000000,17121823,"[12, 18, 36]"
The Lost City of Z,82,2017,30000000,17121823,"[12, 18, 36]"
The Lost Medallion: The Adventures of Billy Stone,31,2013,2500000,549632,"[12, 10751]"
The Lost Skeleton of Cadavra,88,2004,100000,110536,
The Lost Weekend,49,1945,1250000,11000000,
The Lost World: Jurassic Park,31,1997,75000000,618638999,
The Love Guru,34,2008,62000000,40159017,
The Love Letter,10,1999,15000000,9010980,[]
The Love Letter,4,2015,250000,0,[]
The Loved Ones,58,2012,4000000,12302,
The Lovely Bones,22,2009,95000000,94894448,"[14, 18]"
The Lovers,56,2015,35000000,53899,"[28, 12, 878, 10749]"
The Lovers,56,2015,35000000,53899,[35]
The Lucky One,87,2012,25000000,96633833,"[18, 10749]"
The Lucky Ones,26,2008,14000000,266967,
The Lunchbox,42,2014,1700000,12231500,"[18, 10749]"
The Machinist,57,2004,5000000,8655397,
The Magic Flute,18,2006,27000000,0,"[10402, 35, 14]"
The Magnificent Seven,55,2016,90000000,162525156,"[12, 28, 37]"
The Maid's Room,18,2014,600000,0,[53]
The Maid's Room,18,2014,600000,0,[53]
The Majestic,88,2001,72000000,37306334,
The Man,54,2005,20000000,10393696,
The Man From Earth,35,2007,200000,0,
The Man From Snowy River,87,1982,5000000,20659423,
The Man From U.N.C.L.E.,55,2015,75000000,104949584,
The Man Who Knew Infinity,67,2016,10000000,12382122,[18]
The Man Who Knew Too Little,25,1997,20000000,13801755,
The Man Who Shot Liberty Valance,55,1962,3200000,8000000,
The Man in the Iron Mask,54,1998,35000000,56968169,
The Man with the Golden Gun,7,1974,7000000,97600000,
The Man with the Iron Fists,79,2012,15000000,22018988,[28]
The Manchurian Candidate,79,2004,80000000,96148711,
The Marine,73,2006,15000000,22165608,
The Marine 4,3,2015,1950000,0,
The Martian,46,2015,108000000,655271443,"[18, 12, 878]"
The Martian,46,2015,108000000,655271443,"[18, 12, 878]"
The Mask,66,1994,18000000,351620129,
The Mask of Zorro,87,1998,65000000,233700000,
The Masked Saint,19,2016,3500000,182695,"[80, 28]"
The Master,87,2012,37500000,50647416,[18]
The Master of Disguise,36,2002,16000000,40363530,
The Matador,26,2005,10000000,17300838,
The Matrix,76,1999,65000000,463517383,
The Matrix Reloaded,60,2003,150000000,738576929,
The Matrix Revolutions,77,2003,150000000,427300260,
The Maze Runner,60,2014,34000000,348319861,"[28, 9648, 878, 53]"
The Mechanic,42,2011,42500000,76347393,"[28, 53, 80]"
The Medallion,73,2003,41000000,22108977,
The Meddler,58,2016,3200000,5526942,"[35, 18]"
The Meg,94,2018,178000000,529530715,"[28, 878, 53, 27]"
The Men Who Stare at Goats,47,2009,24000000,67348218,
The Merchant of Venice,93,2004,30000000,18765585,
The Messenger,1,2009,6500000,1744952,[99]
The Messenger: The Story of Joan of Arc,89,1999,50000000,14271297,
The Messengers,40,2007,16000000,53774833,
The Mexican,18,2001,40000000,145238250,
The Mighty,85,1998,100000,6121582,
The Mighty Ducks,52,1992,10000000,50752337,
The Mighty Macs,41,2011,7000000,1891936,
The Mirror Has Two Faces,54,1996,42000000,41267469,
The Misfits,4,1961,4000000,8200000,
The Missing,11,2003,65000000,38253433,
The Missing Person,66,2009,2000000,17896,
The Mist,71,2007,13000000,57189408,
The Molly Maguires,7,1970,11000000,2200000,
The Mongol King,77,2004,7000,900,
The Monuments Men,14,2014,70000000,158702748,"[10752, 18, 36, 28]"
The Mortal Instruments: City of Bones,26,2013,60000000,75965567,"[28, 12, 18, 9648, 10749, 14]"
The Motel,85,2006,250000,51540,
The Mothman Prophecies,56,2002,42000000,56438555,
The Mudge Boy,66,2004,800000,62544,
The Mule,100,2018,50000000,170857676,"[80, 35]"
The Mule,100,2018,50000000,170857676,"[80, 18, 53]"
The Mummy,65,2017,195000000,409953905,"[14, 53, 28, 12, 27]"
The Mummy,44,1999,80000000,416385488,"[14, 53, 28, 12, 27]"
The Mummy Returns,10,2001,98000000,435040395,
The Mummy: Tomb of the Dragon Emperor,8,2008,175000000,405760225,
The Muppet Christmas Carol,76,1992,12000000,27492918,
The Muppet Movie,64,1979,8000000,76657000,
The Muppets,64,2011,45000000,160971922,"[35, 10751, 10402]"
The Muse,94,1999,15000000,11614954,
The Musketeer,83,2001,40000000,27053815,
The Naked Gun 2Â½: The Smell of Fear,70,1991,23000000,86930411,
The Namesake,42,2007,8500000,20288774,
The Nativity Story,73,2006,35000000,46309644,
The Negotiator,44,1998,50000000,49105766,
The Neon Demon,68,2016,7500000,3559803,"[53, 27, 9648]"
The Net,16,1995,22000000,110521733,
The New Guy,64,2002,13000000,28972187,
The New World,72,2005,30000000,26184400,
The Newton Boys,10,1998,27000000,10341093,
The Next Best Thing,67,2000,25000000,24355762,
The Next Three Days,49,2010,30000000,67255916,"[10749, 18, 53, 80]"
The Nice Guys,56,2016,50000000,59596747,"[35, 80, 9648]"
The Night Before,6,2015,25000000,52427346,[35]
The Night Before,6,2015,25000000,52427346,[35]
The Night Listener,5,2006,4000000,10770993,
The Night Visitor,98,2015,100000,0,[27]
The Ninth Gate,74,2000,38000000,58394308,
The Notebook,61,2004,30000000,116025023,
The November Man,61,2014,15000000,34820335,"[80, 28, 53]"
The Number 23,3,2007,32000000,77593167,
The Nun's Story,1,1959,3500000,12800000,
The Nut Job,72,2014,30000000,122529966,"[16, 35, 10751, 12]"
The Nut Job 2: Nutty by Nature,81,2017,40000000,57438389,"[10751, 16, 12, 35]"
The Nutcracker,52,1993,19000000,2119994,
The Nutcracker and the Four Realms,35,2018,132900000,170293899,"[14, 12, 10751]"
The Nutcracker in 3D,79,2010,90000000,20466016,"[10402, 14, 28, 10751]"
The Nutty Professor,90,1996,55000000,273814019,
The Object of my Affection,53,1998,15000000,29145924,
The Odd Life of Timothy Green,36,2012,40000000,55249159,"[14, 18, 35, 10751]"
The Offspring,98,1987,1100000,1355728,
The Oh in Ohio,62,2006,5000000,648183,
The Omega Code,84,1999,7200000,12678312,
The Omen,90,2006,25000000,119295584,
The Omen,85,1976,2800000,48570885,
The One,10,2001,49000000,72689126,"[35, 18, 10749]"
The Oogieloves in the BIG Balloon Adventure,91,2012,20000000,1065907,
The Open Road,26,2009,10000000,19716,
The Opposite Sex,48,2015,3300000,50206,[35]
The Order,37,2003,35000000,11559747,
The Original Kings of Comedy,70,2000,3000000,38236338,
The Other Boleyn Girl,85,2008,40000000,78269970,
The Other Dream Team,53,2012,500000,314444,
The Other End of the Line,37,2008,2500000,507446,
The Other Guys,74,2010,100000000,170936470,"[28, 35, 80]"
The Other Side of Heaven,34,2001,7000000,4720371,
The Other Side of the Door,49,2016,5000000,12905107,"[53, 27]"
The Other Woman,2,2014,40000000,195111193,[18]
The Other Woman,2,2014,40000000,195111193,"[35, 10749]"
The Others,67,2001,17000000,207765056,
The Out-of-Towners,80,1999,40000000,28544120,
The Outrageous Sophie Tucker,77,2015,500000,0,[99]
The Outsiders,94,1983,10000000,25697647,
The Overnight,21,2015,200000,1165996,"[9648, 35]"
The Oxford Murders,31,2010,10000000,17704131,
The Pacifier,79,2005,56000000,198006880,
The Painted Veil,21,2006,19400000,15118795,
The Pallbearer,2,1996,8000000,5656388,
The Paperboy,37,2012,12500000,4027663,"[53, 18, 9648]"
The Party's Over,6,2003,1000000,0,
The Passion of the Christ,60,2004,25000000,622341924,
The Past is a Grotesque Animal,90,2014,100000,20056,
The Patriot,25,2000,110000000,215300000,
The Peacemaker,48,1997,50000000,62967368,
The Peanuts Movie,7,2015,99000000,250091610,"[12, 35, 16, 10751]"
The Peanuts Movie,7,2015,99000000,250091610,"[12, 35, 16, 10751]"
The Pelican Brief,60,1993,45000000,187995859,
The Perez Family,6,1995,11000000,2794056,
The Perfect Game,36,2010,12500000,3931367,"[18, 10751]"
The Perfect Guy,78,2015,18000000,60278166,"[18, 53]"
The Perfect Host,84,2011,1000000,51587,"[35, 53, 80]"
The Perfect Man,14,2005,10000000,19535005,"[18, 35, 10749, 10751]"
The Perfect Match,22,2016,5000000,10182050,"[35, 10749]"
The Perfect Storm,85,2000,120000000,328711434,
The Perfect Wave,65,2014,4000000,0,
The Perks of Being a Wallflower,77,2012,13000000,33069303,[18]
The Pet,20,2015,1000000,0,
The Phantom,9,1996,45000000,17220599,
The Phantom of the Opera,19,2004,55000000,153770052,
The Pianist,86,2002,35000000,111854182,
The Piano,92,1993,7000000,40168957,
The Pink Panther,70,2006,80000000,158926474,
The Pirate,82,1948,3700000,2956000,
The Pirates Who Don't Do Anything: A VeggieTales Movie,87,2008,15000000,13248444,
The Pirates! Band of Misfits,34,2012,55000000,136143605,
The Place Beyond the Pines,67,2013,15000000,47011449,"[18, 80]"
The Player,83,1992,8000000,28876702,
The Players Club,81,1998,5000000,23047939,
The Pledge,7,2001,45000000,29406132,[18]
The Poker House,7,2009,1000000,0,
The Polar Express,18,2004,170000000,311365187,
The Possession,81,2012,14000000,82925064,"[27, 53]"
The Possession of Hannah Grace,37,2018,6000000,42785387,"[27, 18]"
The Post,9,2017,50000000,179748880,"[18, 36]"
The Post,9,2017,50000000,179748880,"[18, 36]"
The Postman,4,1997,80000000,20841123,
The Postman Always Rings Twice,1,1981,12000000,44200000,
The Powerpuff Girls,81,2002,25000000,16425701,
The Predator,84,2018,88000000,159487563,"[878, 28, 53, 12, 27]"
The Prestige,33,2006,40000000,104407366,
The Prince,53,2014,18000000,0,"[53, 28]"
The Prince & Me,38,2004,30000000,29356757,
The Prince of Egypt,57,1998,60000000,218613188,
The Prince of Tides,66,1991,30000000,74787599,
The Princess Bride,47,1987,15000000,30859628,
The Princess Diaries,51,2001,30000000,165334774,
The Princess Diaries 2: Royal Engagement,61,2004,45000000,122071435,
The Princess and the Frog,50,2009,105000000,270997378,
The Prisoner of Zenda,27,1979,12500000,7000000,
The Prodigy,36,2019,6000000,19789712,
The Producers: The Movie Musical,8,2005,45000000,32952995,
The Professor and the Madman,26,2019,25000000,5227233,
The Promise,78,2017,90000000,10551417,[]
The Promise,78,2017,90000000,10551417,"[36, 10749, 18]"
The Promise,78,2017,90000000,10551417,"[36, 10749, 18]"
The Proposal,79,2009,40000000,314709717,
The Proposition,87,2006,20000000,5313608,
The Puffy Chair,60,2006,15000,195254,
The Punisher,76,2004,33000000,54533774,
The Purge,67,2013,3000000,91266581,"[878, 27, 53]"
The Purge: Anarchy,71,2014,9000000,111534881,"[27, 53]"
The Purge: Election Year,42,2016,10000000,118514727,"[28, 27, 53]"
The Pursuit of D.B. Cooper,26,1981,12000000,2104164,
The Pursuit of Happyness,87,2006,55000000,307311093,
The Queen,16,2006,15000000,128885873,
The Quick and the Dead,8,1995,32000000,18552460,
The Quiet,42,2006,900000,381420,
The Quiet American,32,2002,20000000,26348203,
The R.M.,42,2003,500000,1111615,
The Rage: Carrie 2,75,1999,21000000,17760244,
The Railway Man,33,2014,18000000,23910210,"[18, 36]"
The Rainmaker,45,1997,40000000,45916769,
The Raven,45,2012,26000000,30601801,"[27, 28, 53, 878]"
The Raven,45,2012,26000000,30601801,"[80, 53, 9648]"
The Reader,86,2008,32500000,112964875,
The Real Cancun,14,2003,4000000,3816594,
The Reaping,88,2007,40000000,62226214,
The Reef,33,2010,10000000,15037867,"[18, 27, 53]"
The Relic,20,1997,60000000,33956608,
The Reluctant Fundamentalist,42,2013,15000000,528731,[53]
The Remains of the Day,64,1993,15000000,63954968,
The Replacement Killers,54,1998,30000000,19035741,
The Replacements,43,2000,50000000,50054511,
The Resurrection of Gavin Stone,26,2017,2000000,2303792,"[35, 18]"
The Return,43,2004,15000000,5953886,[99]
The Return of the Living Dead,93,1985,4000000,14237880,
The Return of the Pink Panther,65,1975,5000000,41833347,
The Revenant,27,2015,135000000,532938302,"[37, 18, 12]"
The Revenant,27,2015,135000000,532938302,"[37, 18, 12]"
The Rhythm Section,8,2019,50000000,0,
The Ridges,59,2011,17300,0,
The Ridiculous 6,52,2015,60000000,0,"[35, 37]"
The Right Stuff,3,1983,27000000,21500000,
The Ring,15,2002,48000000,248218486,
The Ring Two,13,2005,50000000,161941727,
The Rise and Fall of Miss Thang,71,2008,10000,401,
The Rise of the Krays,50,2016,2500000,0,[80]
The Rite,100,2011,37000000,97143987,"[18, 53, 27]"
The River Wild,89,1994,45000000,94215000,
The Road,94,2009,25000000,29206732,"[80, 27, 53]"
The Road to El Dorado,21,2000,95000000,65700000,
The Robe,67,1953,5000000,36008303,
The Rock,38,1996,75000000,336069511,
The Rocker,16,2008,15000000,8767338,
The Rocky Horror Picture Show,70,1975,1200000,1615976,
The Rookie,9,2002,22000000,80491516,
The Roommate,39,2011,16000000,52545707,"[53, 18, 27]"
The Rose,37,1979,8500000,29200000,
The Rover,47,2014,8500000,3180252,"[80, 18]"
The Royal Tenenbaums,51,2001,28000000,71430876,
The Rugrats Movie,37,1998,28000000,140894685,
The Ruins,57,2008,25000000,22910563,
The Rules of Attraction,9,2002,4000000,11799060,
The Rum Diary,16,2011,45000000,21544732,"[18, 35]"
The Runaways,57,2010,9500000,5278632,"[18, 10402]"
The Rundown,13,2003,85000000,80831893,
The Running Man,21,1987,30000000,38122000,
The Saint,68,1997,90000000,169400000,"[28, 12, 80]"
The Salon,99,2007,1500000,139084,
The Salton Sea,44,2002,18000000,676698,
The Santa Clause,7,1994,22000000,189800000,
The Santa Clause 2,79,2002,65000000,172825854,
The Sapphires,3,2013,9000000,20395040,"[35, 18]"
The Savages,93,2007,9000000,10642023,
The Scarlet Letter,93,1995,50000000,10359006,
The Score,56,2001,68000000,113542091,
The Scorpion King,62,2002,60000000,165890634,
The Second Best Exotic Marigold Hotel,73,2015,10000000,90384306,"[18, 35]"
The Secret,27,2006,3500000,0,
The Secret Life of Bees,80,2008,11000000,39994347,
The Secret Life of Pets,26,2016,75000000,886750534,"[12, 35, 16, 10751]"
The Secret Life of Pets 2,81,2019,80000000,113351496,
The Secret Life of Walter Mitty,37,2013,91000000,187861183,"[12, 35, 18, 14]"
The Secret of Kells,17,2010,8000000,3582797,
The Secrets of Jonathan Sperry,49,2009,1000000,1355079,
The Sentinel,17,2006,60000000,78080697,
The Sessions,33,2012,1000000,11495204,"[18, 10749, 35]"
The Shadow,71,1994,40000000,31835600,
The Shaggy Dog,82,2006,60000000,87123569,
The Shallows,54,2016,13000000,118763442,"[27, 18, 53]"
The Shape of Water,19,2017,19500000,195790794,"[18, 14, 10749]"
The Shape of Water,19,2017,19500000,195790794,"[18, 14, 10749]"
The Shawshank Redemption,37,1994,25000000,28307092,
The Shining,33,1980,19000000,44728227,
The Shipping News,27,2001,35000000,24405825,
The Siege,27,1998,70000000,116625798,
The Signal,26,2014,4000000,2665322,"[53, 878]"
The Signal,26,2014,4000000,2665322,[]
The Signal,19,2008,50000,406299,"[53, 878]"
The Signal,19,2008,50000,406299,[]
The Silence of the Lambs,96,1991,20000000,275726716,
